id,company,title,season,season_inferred,seasons,program,remote,category,location,sponsorship,h1b_approvals,salary,skills,posted_at,posted_at_source,first_seen_at,url
workday:manulife:/job/Waterloo-Ontario/Winter-Co-op-2027---Software-Engineering_JR26081661,Manulife Financial,Winter Co-op 2027 - Software Engineering,Winter 2027,False,,Co-op,,Software,"Waterloo, Ontario",unknown,,,Python; Java; JavaScript; HTML/CSS; Git,2026-08-31T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://manulife.wd3.myworkdayjobs.com/MFCJH_Jobs/job/Waterloo-Ontario/Winter-Co-op-2027---Software-Engineering_JR26081661
workday:manulife:/job/Toronto-Ontario/XMLNAME-2027-Canada-Winter-Co-op---Quantitative-Analyst_JR26080353,Manulife Financial,Winter Co-op 2027 - Quantitative Analyst,Winter 2027,False,,Co-op,,Quant,"Toronto, Ontario",unknown,,,Python; C++; MATLAB; HTML/CSS,2026-08-31T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://manulife.wd3.myworkdayjobs.com/MFCJH_Jobs/job/Toronto-Ontario/XMLNAME-2027-Canada-Winter-Co-op---Quantitative-Analyst_JR26080353
workday:rbc:/job/TORONTO-Ontario-Canada/XMLNAME-2027-Winter---GRM--Data-Analyst-Intern--4-Months-_R-0000186286-1,Royal Bank of Canada,"2027 Winter - GRM, Data Analyst Intern (4 Months)",Winter 2027,False,,Internship,,Data & ML/AI,"TORONTO, Ontario, Canada",unknown,4,,Python; SQL; Linux; Git; Tableau,2026-08-31T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://rbc.wd3.myworkdayjobs.com/RBCEARLYTALENT1/job/TORONTO-Ontario-Canada/XMLNAME-2027-Winter---GRM--Data-Analyst-Intern--4-Months-_R-0000186286-1
workday:rbc:/job/TORONTO-Ontario-Canada/XMLNAME-2027-Summer---GRM--AI-Innovation---Business-Analyst-Intern--4-Months-_R-0000182977,Royal Bank of Canada,"2027 Summer - GRM, AI Innovation - Business Analyst Intern (4 Months)",Summer 2027,False,,Internship,,Data & ML/AI,"TORONTO, Ontario, Canada",unknown,4,,Python; PyTorch; TensorFlow; scikit-learn; LLMs,2026-08-31T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://rbc.wd3.myworkdayjobs.com/ExternalPrivatePostingStudents/job/TORONTO-Ontario-Canada/XMLNAME-2027-Summer---GRM--AI-Innovation---Business-Analyst-Intern--4-Months-_R-0000182977
greenhouse:stripe:8130805,Stripe,"Software Engineer, Intern (Summer or Winter)",Not stated,True,,Internship,,Software,Toronto,unknown,441,,Java; JavaScript; Scala; Ruby,2026-08-31T19:21:48-04:00,exact,2026-09-03T19:49:36Z,https://stripe.com/jobs/search?gh_jid=8130805
workday:autodesk:/job/Montreal-QC-CAN/Stagiaire-en-Dveloppement-Cloud--Intern-Cloud-Developer---FCAP_26WD100406-2,Autodesk,"Stagiaire en Développement Cloud, Intern Cloud Developer – FCAP",Winter 2027,False,,Internship,,Software,"Montreal, QC, CAN",unknown,343,,Python; Java; C#; TypeScript; JavaScript; SQL; Kotlin; Angular,2026-08-30T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://autodesk.wd1.myworkdayjobs.com/Ext/job/Montreal-QC-CAN/Stagiaire-en-Dveloppement-Cloud--Intern-Cloud-Developer---FCAP_26WD100406-2
workday:autodesk:/job/Montreal-QC-CAN/Intern-Software-Developer--Stagiaire-en-Dveloppement-Logiciel_26WD100398-2,Autodesk,"Intern Software Developer, Stagiaire en Développement Logiciel",Winter 2027,False,,Internship,,Software,"Montreal, QC, CAN",unknown,343,,Python; C++,2026-08-30T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://autodesk.wd1.myworkdayjobs.com/Ext/job/Montreal-QC-CAN/Intern-Software-Developer--Stagiaire-en-Dveloppement-Logiciel_26WD100398-2
workday:autodesk:/job/Montreal-QC-CAN/Intern--AI-Developer--Stagiaire-en-dveloppement-IA_26WD100523-2,Autodesk,"Intern, AI Developer/ Stagiaire en développement IA",Not stated,True,,Internship,,Data & ML/AI,"Montreal, QC, CAN",unknown,343,,Python; C++; PyTorch; TensorFlow; Computer Vision,2026-08-30T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://autodesk.wd1.myworkdayjobs.com/Ext/job/Montreal-QC-CAN/Intern--AI-Developer--Stagiaire-en-dveloppement-IA_26WD100523-2
workday:lumentum:/job/Canada---Ottawa-Bill-Leathem/Software-Verification-Engineer--Co-op-Intern-_20261136,Lumentum,Software Verification Engineer (Co-op/Intern),Winter 2027,False,Winter 2027; Spring 2027; Summer 2027,Internship / Co-op,,Software,Canada - Ottawa (Bill Leathem),unknown,,$24–$35/hr,Python; C#; Bash; Linux,2026-08-28T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://lumentum.wd5.myworkdayjobs.com/LITE/job/Canada---Ottawa-Bill-Leathem/Software-Verification-Engineer--Co-op-Intern-_20261136
workday:lumentum:/job/Canada---Ottawa-Bill-Leathem/Software-Verification-Engineer--Co-op-Intern-_20261135,Lumentum,Software Verification Engineer (Co-op/Intern),Winter 2027,False,Winter 2027; Spring 2027; Summer 2027,Internship / Co-op,,Software,Canada - Ottawa (Bill Leathem),unknown,,$24–$35/hr,Python; C#; Bash; Linux,2026-08-28T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://lumentum.wd5.myworkdayjobs.com/LITE/job/Canada---Ottawa-Bill-Leathem/Software-Verification-Engineer--Co-op-Intern-_20261135
workday:rbc:/job/TORONTO-Ontario-Canada/XMLNAME-2027-Winter---GRM--AI---Stress-Testing-Analytics-Intern--4-Months-_R-0000185790-1,Royal Bank of Canada,"2027 Winter - GRM, AI & Stress Testing Analytics Intern (4 Months)",Winter 2027,False,,Internship,,Data & ML/AI,"TORONTO, Ontario, Canada",unknown,4,,Python; SQL; LLMs; HTML/CSS; Git; Tableau,2026-08-27T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://rbc.wd3.myworkdayjobs.com/RBCEARLYTALENT1/job/TORONTO-Ontario-Canada/XMLNAME-2027-Winter---GRM--AI---Stress-Testing-Analytics-Intern--4-Months-_R-0000185790-1
workday:rbc:/job/TORONTO-Ontario-Canada/XMLNAME-2027-Winter---GRM--Data-Analyst-Developer-Intern--8-Months-_R-0000185825-1,Royal Bank of Canada,"2027 Winter - GRM, Data Analyst Developer Intern (8 Months)",Winter 2027,False,,Internship,,Data & ML/AI,"TORONTO, Ontario, Canada",unknown,4,,Python; Java; JavaScript; SQL; TensorFlow; scikit-learn; Pandas; React,2026-08-27T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://rbc.wd3.myworkdayjobs.com/RBCEARLYTALENT1/job/TORONTO-Ontario-Canada/XMLNAME-2027-Winter---GRM--Data-Analyst-Developer-Intern--8-Months-_R-0000185825-1
workday:bmo:/job/Toronto-ON-CAN/BMO-Capital-Markets-Winter-2027--Full-Stack-Engineer--Toronto_R260021769,BMO,"BMO Capital Markets Winter 2027, Full Stack Engineer, Toronto (Co-Op/ Internship)",Winter 2027,False,,Internship / Co-op,,Software,"Toronto, ON, CAN",unknown,,,Python; C++; C#; React; Docker,2026-08-26T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://bmo.wd3.myworkdayjobs.com/Privileged/job/Toronto-ON-CAN/BMO-Capital-Markets-Winter-2027--Full-Stack-Engineer--Toronto_R260021769
workday:rbc:/job/TORONTO-Ontario-Canada/XMLNAME-2027-Winter---ECCO--Data-Scientist-Intern--4-Months-_R-0000185186-1,Royal Bank of Canada,"2027 Winter - ECCO, Data Scientist Intern (4 Months)",Winter 2027,False,,Internship,,Data & ML/AI,"TORONTO, Ontario, Canada",unknown,4,,Python; SQL; Bash; Linux; Git,2026-08-26T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://rbc.wd3.myworkdayjobs.com/RBCEARLYTALENT1/job/TORONTO-Ontario-Canada/XMLNAME-2027-Winter---ECCO--Data-Scientist-Intern--4-Months-_R-0000185186-1
workday:rbc:/job/TORONTO-Ontario-Canada/Winter-2027---GRM--BSLR-Liquidity-Data---AI-Intern--4-Months-_R-0000185661-1,Royal Bank of Canada,"Winter 2027 - GRM, BSLR Liquidity Data & AI Intern (4 Months)",Winter 2027,False,,Internship,,Data & ML/AI,"TORONTO, Ontario, Canada",unknown,4,,Python; LLMs; Git,2026-08-26T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://rbc.wd3.myworkdayjobs.com/RBCEARLYTALENT1/job/TORONTO-Ontario-Canada/Winter-2027---GRM--BSLR-Liquidity-Data---AI-Intern--4-Months-_R-0000185661-1
workday:bmo:/job/Toronto-ON-CAN/BMO-Capital-Markets-Winter-2027-Global-Markets-Analyst--Generalist---Quantitative-Developer---Toronto_R260018951-2,BMO,"BMO Capital Markets Winter 2027 Global Markets Analyst (Generalist & Quantitative/Developer), Toronto (Co-Op/ Internship)",Winter 2027,False,,Internship / Co-op,,Quant,"Toronto, ON, CAN",unknown,,,Python; Java; C++; C#; JavaScript; SQL; MATLAB; React,2026-08-25T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://bmo.wd3.myworkdayjobs.com/Campus/job/Toronto-ON-CAN/BMO-Capital-Markets-Winter-2027-Global-Markets-Analyst--Generalist---Quantitative-Developer---Toronto_R260018951-2
workday:rbc:/job/TORONTO-Ontario-Canada/XMLNAME-2027-Winter---GRM--AI-Business-Analyst-Intern--4-Months-_R-0000185625-2,Royal Bank of Canada,"2027 Winter - GRM, AI Business Analyst Intern (4 Months)",Winter 2027,False,,Internship,,Data & ML/AI,"TORONTO, Ontario, Canada",unknown,4,,Python; LLMs,2026-08-24T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://rbc.wd3.myworkdayjobs.com/rbcglobal1/job/TORONTO-Ontario-Canada/XMLNAME-2027-Winter---GRM--AI-Business-Analyst-Intern--4-Months-_R-0000185625-2
workday:bmo:/job/Toronto-ON-CAN/Data-Science-Analyst---Audit-AI---Analytics--Winter-2027--Co-op-Internship----4-Months_R260024761,BMO,"Data Science Analyst - Audit AI & Analytics, Winter 2027 (Co-op/Internship) - 4 Months",Winter 2027,False,,Internship / Co-op,,Data & ML/AI,"Toronto, ON, CAN",unknown,,,Python; SQL; LLMs,2026-08-21T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://bmo.wd3.myworkdayjobs.com/Privileged/job/Toronto-ON-CAN/Data-Science-Analyst---Audit-AI---Analytics--Winter-2027--Co-op-Internship----4-Months_R260024761
workday:bmo:/job/Toronto-ON-CAN/Data-Science-Risk-Analyst--Winter-2027--Co-op-Internship----4-Months_R260024735,BMO,"Data Science Risk Analyst, Winter 2027 (Co-op/Internship) - 4 Months",Winter 2027,False,,Internship / Co-op,,Data & ML/AI,"Toronto, ON, CAN",unknown,,,,2026-08-21T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://bmo.wd3.myworkdayjobs.com/Privileged/job/Toronto-ON-CAN/Data-Science-Risk-Analyst--Winter-2027--Co-op-Internship----4-Months_R260024735
workday:otppb:/job/Toronto-Canada/Intern--Investments--Infrastructure---Natural-Resources--January-2027--4-Month-Contract-_7161,Ontario Teachers' Pension Plan,"Intern- Investments, Infrastructure & Natural Resources (January 2027- 4 Month Contract)",Winter 2027,False,,Internship,,Software,"Toronto, Canada",unknown,,,,2026-08-21T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://otppb.wd3.myworkdayjobs.com/OntarioTeachers_Careers/job/Toronto-Canada/Intern--Investments--Infrastructure---Natural-Resources--January-2027--4-Month-Contract-_7161
workday:otppb:/job/Toronto-Canada/Intern--Investments--Infrastructure---Natural-Resources--May-2027--4-Month-Contract-_7163,Ontario Teachers' Pension Plan,"Intern- Investments, Infrastructure & Natural Resources (May 2027- 4 Month Contract)",Summer 2027,False,,Internship,,Software,"Toronto, Canada",unknown,,,,2026-08-21T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://otppb.wd3.myworkdayjobs.com/OntarioTeachers_Careers/job/Toronto-Canada/Intern--Investments--Infrastructure---Natural-Resources--May-2027--4-Month-Contract-_7163
workday:bmo:/job/Toronto-ON-CAN/Software-Developer--Winter-2027--Co-op-Internship----12-Months_R260024678,BMO,"Software Developer, Winter 2027 (Co-op/Internship) - 12 Months",Winter 2027,False,,Internship / Co-op,,Software,"Toronto, ON, CAN",unknown,,,,2026-08-20T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://bmo.wd3.myworkdayjobs.com/Privileged/job/Toronto-ON-CAN/Software-Developer--Winter-2027--Co-op-Internship----12-Months_R260024678
workday:bmo:/job/Toronto-ON-CAN/Junior-Cybersecurity-Intern--Winter-2027--Co-op-Internship----4-Months_R260024652-3,BMO,"Junior Cybersecurity Intern, Winter 2027 (Co-op/Internship) - 4 Months",Winter 2027,False,,Internship / Co-op,,Security,"Toronto, ON, CAN",unknown,,,,2026-08-20T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://bmo.wd3.myworkdayjobs.com/Privileged/job/Toronto-ON-CAN/Junior-Cybersecurity-Intern--Winter-2027--Co-op-Internship----4-Months_R260024652-3
workday:bmo:/job/Toronto-ON-CAN/Junior-Software-Developer--Winter-2027--Co-op-Internship----4-Months_R260024650,BMO,"Junior Software Developer, Winter 2027 (Co-op/Internship) - 4 Months",Winter 2027,False,,Internship / Co-op,,Software,"Toronto, ON, CAN",unknown,,,,2026-08-20T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://bmo.wd3.myworkdayjobs.com/Privileged/job/Toronto-ON-CAN/Junior-Software-Developer--Winter-2027--Co-op-Internship----4-Months_R260024650
workday:bmo:/job/Toronto-ON-CAN/Software-Developer--Winter-2027--Co-op-Internship----8-Months_R260024640-2,BMO,"Software Developer, Winter 2027 (Co-op/Internship) - 8 Months",Winter 2027,False,,Internship / Co-op,,Software,"Toronto, ON, CAN",unknown,,,,2026-08-20T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://bmo.wd3.myworkdayjobs.com/Privileged/job/Toronto-ON-CAN/Software-Developer--Winter-2027--Co-op-Internship----8-Months_R260024640-2
workday:bmo:/job/Toronto-ON-CAN/Software-Developer--Winter-2027--Co-op-Internship----4-Months_R260024638-3,BMO,"Software Developer, Winter 2027 (Co-op/Internship) - 4 Months",Winter 2027,False,,Internship / Co-op,,Software,"Toronto, ON, CAN",unknown,,,,2026-08-20T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://bmo.wd3.myworkdayjobs.com/Privileged/job/Toronto-ON-CAN/Software-Developer--Winter-2027--Co-op-Internship----4-Months_R260024638-3
workday:rbc:/job/TORONTO-Ontario-Canada/XMLNAME-2027-Winter---GRM--MCCR-Policy-AI-Applications-Intern--4-Months-_R-0000184696-1,Royal Bank of Canada,"2027 Winter – GRM, MCCR Policy AI Applications Intern (4 Months)",Winter 2027,False,,Internship,,Data & ML/AI,"TORONTO, Ontario, Canada",unknown,4,,Python; LLMs; Git,2026-08-20T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://rbc.wd3.myworkdayjobs.com/RBCEARLYTALENT1/job/TORONTO-Ontario-Canada/XMLNAME-2027-Winter---GRM--MCCR-Policy-AI-Applications-Intern--4-Months-_R-0000184696-1
workday:rbc:/job/TORONTO-Ontario-Canada/XMLNAME-2027-Winter---GRM--Portfolio-Risk-Data---AI-Analyst-Intern--4-Months-_R-0000185116-2,Royal Bank of Canada,"2027 Winter - GRM, Portfolio Risk Data & AI Analyst Intern (4 Months)",Winter 2027,False,,Internship,,Data & ML/AI,"TORONTO, Ontario, Canada",unknown,4,,Python; SQL; LLMs; HTML/CSS; Hadoop; Tableau,2026-08-20T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://rbc.wd3.myworkdayjobs.com/rbcglobal1/job/TORONTO-Ontario-Canada/XMLNAME-2027-Winter---GRM--Portfolio-Risk-Data---AI-Analyst-Intern--4-Months-_R-0000185116-2
lever:kepler:2ad02ce3-1d56-4aee-9f1d-5199c780c0c1,Kepler Communications,Embedded Software Engineering Intern (January 2027) (4 months),Winter 2027,False,,Internship,,Software,"Toronto, Ontario",unknown,,,Python; C++; Linux; Git; Verilog,2026-08-19T17:27:07Z,exact,2026-09-03T19:49:36Z,https://jobs.lever.co/kepler/2ad02ce3-1d56-4aee-9f1d-5199c780c0c1
workday:rbc:/job/TORONTO-Ontario-Canada/XMLNAME-2027-Winter---GRM--Data-Scientist-Intern--8-Months-_R-0000184624-1,Royal Bank of Canada,"2027 Winter - GRM, Data Scientist Intern (8 Months)",Winter 2027,False,,Internship,,Data & ML/AI,"TORONTO, Ontario, Canada",unknown,4,,Python; SQL; Git,2026-08-18T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://rbc.wd3.myworkdayjobs.com/RBCEARLYTALENT1/job/TORONTO-Ontario-Canada/XMLNAME-2027-Winter---GRM--Data-Scientist-Intern--8-Months-_R-0000184624-1
workday:rbc:/job/TORONTO-Ontario-Canada/Winter-2027-Co-op-Student---Data-Analyst--Personal-Banking--4--8--12-months-_R-0000184514,Royal Bank of Canada,"Winter 2027 Co-op Student – Data Analyst, Personal Banking (4, 8, 12 months)",Winter 2027,False,,Co-op,,Data & ML/AI,"TORONTO, Ontario, Canada",unknown,4,,Python; SQL; Tableau,2026-08-17T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://rbc.wd3.myworkdayjobs.com/RBCEARLYTALENT1/job/TORONTO-Ontario-Canada/Winter-2027-Co-op-Student---Data-Analyst--Personal-Banking--4--8--12-months-_R-0000184514
smartrecruiters:PAConsulting:744000142851499,PA Consulting,AI to accelerate realisation of the intelligent enterprise - internship,Fall 2026,False,,Internship,,Data & ML/AI,"Utrecht, International (NL)",unknown,,,,2026-08-11T11:22:40.127Z,exact,2026-09-03T19:49:36Z,https://jobs.smartrecruiters.com/PAConsulting/744000142851499
workday:autodesk:/job/Montreal-QC-CAN/Stagiaire-en-Dveloppement-Cloud--Intern-Cloud-Developer_26WD100400-3,Autodesk,"Stagiaire en Développement Cloud, Intern Cloud Developer",Winter 2027,False,,Internship,,Software,"Montreal, QC, CAN",unknown,343,,Python; Java; SQL; Ruby; React; Node.js; HTML/CSS; GraphQL,2026-08-07T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://autodesk.wd1.myworkdayjobs.com/uni/job/Montreal-QC-CAN/Stagiaire-en-Dveloppement-Cloud--Intern-Cloud-Developer_26WD100400-3
greenhouse:epicgames:6138140004,Epic Games,Machine Learning Intern,Not stated,True,,Internship,,Data & ML/AI,"Montreal,Quebec,Canada",unknown,28,,Python; C++; C#; PyTorch; scikit-learn; LLMs; Computer Vision; Unreal,2026-08-07T12:12:53-04:00,exact,2026-09-03T19:49:36Z,https://epicgames.com/careers/jobs/6138140004?gh_jid=6138140004
workday:rakuten:/job/Toronto-Canada/Software-Quality-Assurance-Co-op_1036325,Kobo,Software Quality Assurance Co-op,Not stated,True,,Co-op,,Software,"Toronto, Canada",unknown,,,Java; C#; SQL; Kotlin; Selenium,2026-08-07T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://rakuten.wd1.myworkdayjobs.com/Kobo/job/Toronto-Canada/Software-Quality-Assurance-Co-op_1036325
greenhouse:instalilyai:4342089009,InstaLILY,"Software Engineer I, Toronto Co-op",Not stated,True,,Co-op,,Software,Toronto,unknown,,,Python; TypeScript; LLMs; AWS; GCP; Azure,2026-07-31T14:24:00-04:00,exact,2026-09-03T19:49:36Z,https://job-boards.greenhouse.io/instalilyai/jobs/4342089009
greenhouse:later:8643138002,Later,Software Development Co-op (Later Influence),Not stated,True,,Co-op,,Software,"Vancouver, British Columbia, Canada",unknown,,,Python; Java; C#; TypeScript; JavaScript; SQL; React; Node.js,2026-07-22T17:19:39-04:00,exact,2026-09-03T19:49:36Z,https://job-boards.greenhouse.io/later/jobs/8643138002
lever:shyftlabs:4f389ea7-9b98-4ed0-99c2-b25ea8cc2dcd,ShyftLabs,AI Engineer Intern,Not stated,True,,Internship,,Data & ML/AI,"Toronto, Ontario",unknown,,$20–$30/hr,Python; LLMs; AWS; Kubernetes; Docker; Git; PostgreSQL; Redis,2026-07-21T18:59:53Z,exact,2026-09-03T19:49:36Z,https://jobs.lever.co/shyftlabs/4f389ea7-9b98-4ed0-99c2-b25ea8cc2dcd
workday:hitachi:/job/Toronto-Ontario-Canada/Software-Analyst-Intern--Fall-2026--8-months-_R1013034-1,Hitachi Energy,"Software Analyst Intern (Fall 2026, 8 months)",Fall 2026,False,,Internship,,Software,"Toronto, Ontario, Canada",unknown,,,Python; C++; Pandas; LLMs; Computer Vision; CUDA; Docker; Linux,2026-07-07T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://hitachi.wd1.myworkdayjobs.com/hitachi/job/Toronto-Ontario-Canada/Software-Analyst-Intern--Fall-2026--8-months-_R1013034-1
workday:hitachi:/job/Toronto-Ontario-Canada/Software-Analyst-Intern--Fall-2026--8-months-_R1012810-1,Hitachi Energy,"Software Analyst Intern (Fall 2026, 8 months)",Fall 2026,False,,Internship,,Software,"Toronto, Ontario, Canada",unknown,,,Python; Bash; Docker; Git,2026-07-07T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://hitachi.wd1.myworkdayjobs.com/hitachi/job/Toronto-Ontario-Canada/Software-Analyst-Intern--Fall-2026--8-months-_R1012810-1
greenhouse:later:8604889002,Later,AI Automation Co-op (Fall 2026),Fall 2026,False,,Co-op,,Data & ML/AI,"Vancouver, British Columbia, Canada",unknown,,,Python; C#; JavaScript; LLMs,2026-06-23T18:24:04-04:00,exact,2026-09-03T19:49:36Z,https://job-boards.greenhouse.io/later/jobs/8604889002
ashby:cohere:36d1f52f-8270-4652-adf5-5303a0ff341b,Cohere,Machine Learning Intern/Co-op  (Winter 2027),Winter 2027,False,,Internship / Co-op,,Data & ML/AI,Canada,unknown,,,Python; TensorFlow; CUDA,2026-05-13T17:16:14.014+00:00,exact,2026-09-03T19:49:36Z,https://jobs.ashbyhq.com/cohere/36d1f52f-8270-4652-adf5-5303a0ff341b
greenhouse:internshiplist2000:5156504008,Geotab,"Insights & Integrations Consultancy, Data Scientist Intern (Winter/January 2027, 4 - 8 Months)",Winter 2027,False,,Internship,,Data & ML/AI,"Oakville, Ontario - Canada; Waterloo, Ontario - Canada",unknown,,,Python; SQL; scikit-learn; Pandas; Tableau,2026-05-04T13:59:49-04:00,exact,2026-09-03T19:49:36Z,https://job-boards.greenhouse.io/internshiplist2000/jobs/5156504008
ashby:cohere:8c035d3d-081d-4c8a-914a-72f4efaad254,Cohere,Software Engineer Intern (Winter 2027),Winter 2027,False,,Internship,,Software,Canada,unknown,,,,2026-05-01T20:20:40.899+00:00,exact,2026-09-03T19:49:36Z,https://jobs.ashbyhq.com/cohere/8c035d3d-081d-4c8a-914a-72f4efaad254
ashby:nationgraph:a1bcdd3e-d863-42b6-8469-ec587190ad68,NationGraph,Winter 2027 Software Engineering Intern,Winter 2027,False,,Internship,,Software,Toronto,unknown,,CA$6K – CA$8K per month,Python; TypeScript; JavaScript; LLMs; React; Next.js; Node.js; Kubernetes,2026-03-21T15:49:40.647+00:00,exact,2026-09-03T19:49:36Z,https://jobs.ashbyhq.com/nationgraph/a1bcdd3e-d863-42b6-8469-ec587190ad68
amazon:amazon:3136815,Amazon,Robotics - Software Development Engineer Intern - 2026 - Toronto,Fall 2026,False,,Internship,,Hardware,"Toronto, International",unknown,23139,,Python; Java; C++; C#; Rust; TypeScript; SQL; LLMs,2025-12-03T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://www.amazon.jobs/en/jobs/3136815/robotics-software-development-engineer-intern-2026-toronto
